PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Player_Future_Potential_Score,Player_Future_Potential_Rating
6.776257196031119,0.9648418494227613,2.087242267901842,-1.3570222355368948,-1.960090648446501,2.0195889495039667,2.3727219666177377,0.13097372525610387,0.9786044330234466,89,Outperforming
2.859668963216752,1.6879897395240175,-1.7449712384343263,3.081570221781544,1.2161777547393686,-0.6356671876437394,2.08296502085788,0.04177293285118917,0.956661349655334,61,Average
6.046506016613604,0.3962094749059696,0.6876407175127393,-1.5480310306152796,-0.4185427604072158,1.8841827141490368,-0.09254269993791463,0.44026362394054414,1.9146069156868886,89,Outperforming
1.6154250866038242,3.385080990977544,1.335303074335964,0.5057966791409712,1.51364392219495,0.11839829969783568,0.12170456595386947,1.164404431466665,0.4241292557918484,38,Underperforming
0.09935252626676314,3.12209669532047,0.16451104608928058,2.0193525627181574,0.9115226730459721,1.3510823392568014,1.95500182986236,0.32829905257633035,-0.17616800035973093,33,Underperforming
-0.037118789643601637,-1.5501653851784143,1.4361226707162484,1.4579222650851384,0.29180900738842724,1.1688135103927995,-0.3583904524958825,0.5453975755035767,-1.6395788209557176,74,Outperforming
0.1077906681522114,0.8890183693108388,1.537320349378305,0.23210558385779745,-0.2186711544258955,0.19629490745457565,0.9982913499646976,1.29898941962182,-0.03069206586978413,61,Average
2.7641978487343843,3.275968848794036,1.1219466827527582,0.06877023690351117,-0.3078638024501937,-0.418945200446612,1.3508643840468302,0.2039162379173054,0.7248923488832045,81,Outperforming
-0.09859457460673972,2.5820739167780924,-0.1286541316752043,0.929565987244332,0.46238482266176495,0.8047359087589347,1.3843523461968608,-0.5333439558382455,-0.1500765850215987,48,Average
1.9368585547381967,-1.2546380228912117,1.3173378348654583,-0.21579346049703627,-0.6943780658409364,2.447899600782027,0.8934777676757188,-1.0680180503040984,0.9121649280979022,77,Outperforming
-0.030338498545611044,0.824945656410689,1.3210177097590583,0.419335628919022,-0.40684783729113566,-0.2010118389297851,0.8543094536043665,0.8860794618958611,0.1059909189100738,45,Average
0.6643694781405072,2.3489311474459424,1.3077146641283495,-0.5391061463995706,-1.7722580081969044,-1.0727814646836673,0.8220219454820487,1.1465099697433792,-0.4072316060787853,56,Average
-2.1064514761755806,-2.3928735154640113,0.3426461756456132,-1.6024726809148149,1.5309548768425818,-1.1064026674469574,0.48442601971703,0.09046126718434837,1.8384769579382656,19,Underperforming
0.26101271974778845,-1.6638651150632648,0.6825029287861396,0.4589982959467378,-0.4014455866606745,-0.4231878864082452,0.7870205288874721,0.5545536775351265,-0.5440624914673735,64,Average
0.7143900002773066,0.28809784076670597,-0.13693702002005523,-0.14537325697435383,-0.19001067721956366,0.9244255971325334,-0.36182651492980694,1.7340987547186062,-1.5377864500653868,72,Outperforming
0.3981439161118671,2.151833134844589,1.093299330442189,1.3676985733346356,0.8646954237123367,0.585882637855952,0.5696328676916155,1.0026235303222255,-0.4882852459039133,50,Average
-0.5223149539529713,3.6907426856818177,0.6523212744381166,-0.3374335529148246,-0.2975377703097692,-1.2214914457680217,0.5953487677492098,-1.317357049088775,0.9296190478031693,32,Underperforming
1.967606703900076,2.3079030750081846,0.28870407112048463,1.1179823848506694,0.27494521717523523,0.0531839614552627,2.064816741281171,0.40178647414252805,-0.16434793126509087,84,Outperforming
0.10072735298733525,1.669351595609609,1.107562483130917,1.0240757291018863,0.26743833943029055,0.4222541039736549,1.1061560590200852,-0.1369873122519675,-0.6387688656525625,58,Average
-0.12326740938570123,3.2410545853048207,-0.5204894958636935,0.9960721792482484,0.6832065083958603,0.5938844883587356,1.2619611873992815,0.4573909684338562,-0.5428127079445443,48,Average
-0.4316337815944464,0.9467695671740726,-1.0012170195701304,0.031706807509801385,0.9494880568332921,-0.42686383367290665,0.6345828809751296,0.7845982800548654,-0.5648717943927195,47,Average
4.561003707495223,0.9737904493706215,0.26096176482893474,-2.5559798077858638,-2.3375549328475946,1.153323503833402,1.5320662522442772,-1.5325636812650554,0.4788437667172658,86,Outperforming
-0.4087090888526664,1.6811425195007055,-0.6859943456209507,0.8641456005735254,1.4702447326280301,1.6756903184538021,0.5762298771772252,0.3138643320439345,-0.38074784664197636,49,Average
1.9969064333601667,1.2013033426277384,-1.323401529244257,1.7993978880348764,-0.02399433304657753,-0.1780124013585023,0.9738790618868861,0.35564359513605714,0.7556728849269959,72,Outperforming
2.1486583825442924,-0.3522805575618926,1.443276381817306,-0.31782394106886397,-0.386358244416896,0.811938050981802,0.07524815228121537,1.6487606682549567,0.33304947959232245,68,Average
1.0468450462033942,3.050514404755321,-0.1309304872440706,1.0437293229306814,0.8673789682058987,0.0479365860105709,0.8595614263431622,1.011620041847702,-0.5845960740506905,60,Average
-0.29932627220881386,2.3928669236170497,-0.9761397531791473,0.22885588910468638,0.7341459410311373,0.8805738591405914,0.9421791515265098,-0.5240522236775299,-0.11431823375692787,32,Underperforming
-0.024561249655734453,-0.28658272912693816,2.4898555547040786,-0.6091103711827811,-0.9130536347675244,-0.05153685959900028,0.43136171531272355,0.6760223994141947,0.14573965022051605,61,Average
0.5454924520883668,2.036503879827826,1.6004685554431575,-1.5821606932832046,-0.8920288611307777,0.9846603242325359,0.4775402953345828,-1.4105870931520084,1.8107723835793157,57,Average
3.023199590706611,2.354075689610825,-2.0171177768118764,-0.11792203640140095,0.20394918832520673,0.6638080092480596,0.613402367144582,-0.21660048691570952,0.15615825788162285,87,Outperforming
-1.3085706029744724,-1.349252128804852,1.0952187323055478,0.19137383995340881,-0.38829529206938385,-0.1563241298039753,0.08250467646173515,0.47921781480992054,-1.079438546312997,35,Underperforming
-0.5528717861313721,-0.09386930454450587,0.08653689147179978,1.0399231003339926,0.14217808846435032,0.5145930782279737,-0.15934592927040514,0.4653942958728198,-0.11304852130244578,58,Average
-1.1038823523878187,-1.126370190719929,1.491572903017337,0.2127023556325185,0.10335427929275996,-0.22344183475461962,-1.5580856260033709,0.5120161500391597,0.42088094285920247,43,Average
-0.036163997443439184,-0.6077097164208465,0.7216606830425945,1.5298976215043008,-0.027083192718581926,0.558102400438998,0.40989404660373047,0.5574736713241947,-0.8255496088916597,59,Average
-1.857163580986558,-2.0996743576136208,0.873308258219342,-0.947863296182173,1.6770739216188078,-1.0565590609085262,1.237927449154388,-0.5197207564419334,1.6472626620198492,34,Underperforming
0.6099819273074647,1.8025029719626846,-0.11285838335572816,0.3947246811131872,-0.6703334480113944,0.8200709911007042,1.3588657247534057,0.9668689156719004,-0.14217829164056778,75,Outperforming
-0.47379771829761547,0.26954447055751074,0.18832165339151608,1.0742366390633502,0.04478136234447208,1.1459439904502933,1.068403398613439,0.29314759823729625,-0.35518914718772776,35,Underperforming
-0.4080168528261254,1.774963112663309,-0.21404721587119863,1.057505966612451,0.23692380736287172,0.5375042533685666,0.08728985521916201,0.9658458865718239,-0.14930509880956147,35,Underperforming
1.3588262605194006,-1.2333279199865155,-0.2851905580405316,1.3044148906961333,-0.36665768762732065,0.16329057221549234,0.7748758441234467,0.5222234968309214,-0.09460241655806093,61,Average
-0.9817033700860696,0.4520479331237113,0.6541193019835128,1.2276961854356176,-0.051375616366755236,-0.11468164392722387,0.37388805118907903,1.1362345542504793,-0.6755889398059925,27,Underperforming
0.860135227277461,2.575767478362895,0.7275526642252456,0.5472890549737986,-0.3422047384371855,0.04390349922435397,2.1498349822775853,0.39520702099554567,-0.12923044466937228,78,Outperforming
0.8492109001281809,0.845475975492918,0.6900823717308701,-1.4197079071464866,-1.0799023300961164,1.4572178316106534,0.6855860582814707,0.22249416856861198,0.37817263997957673,76,Outperforming
-0.7109545447971078,-2.951247554317631,-0.03382657877256191,-1.0599624356105937,1.4937298654623683,-0.26508801698029105,1.0833462415701922,1.6893701364143696,0.742301756560515,65,Average
0.0882006702025329,-0.4973204205104371,0.681779294119082,1.453126931662296,0.5008375729596503,1.2615256533952248,0.6869305537933613,0.040527754480228044,-0.5601927700616005,59,Average
0.20020922650141362,1.5678996425472485,1.488167123115146,-0.6811037693270283,-2.030287905307466,0.2029411351675718,1.819051860678034,1.5746155216161504,-1.1932348991551094,39,Underperforming
-0.5128526699476251,-0.6091335017155601,-1.1840983778958825,0.8915768128921345,1.317533437921809,0.38638613212928097,0.2718242376952639,-0.2838807069772028,-0.07614051542178601,46,Average
-0.4033652092285418,1.6609106114377656,-0.12315968851950514,0.1668050728061387,0.19499958634163664,-0.5314591299132586,1.1901586986788721,0.10727504374680251,-0.14852645206295814,47,Average
1.8389056784778597,-0.27727607414843747,-0.8516409277846961,1.5894468931286743,-0.3847589103016038,-0.04116837781570629,0.921160946909308,0.6517433399024185,-0.33630954042121175,72,Outperforming
0.8869355741909264,1.2669840529940963,-0.8282037657294403,1.3789325162054542,0.0034070842072653246,0.32309360543050797,0.13785604239509663,0.8880393232923032,-0.042143567098171845,73,Outperforming
-0.7106340607283075,2.490440595177906,0.04716984837741096,0.7280292160125501,0.6445178852336241,0.7337418496164896,1.0035361299056138,-0.672820407085562,0.6349902652965009,29,Underperforming
-0.06876504350347956,-0.567592838765236,0.6418936863040783,1.9365184487362788,0.4775449857879516,0.5221680901026002,0.23099342973171513,0.5523672852063982,-0.8930464128996758,44,Average
